 Subj,#,Title,Comp Numb,Sec,Instructor
BIOC,3995,Undergraduate Research,12716,B,"Shukla, Arti "
BIOC,3995,Undergraduate Research,15979,C,"Howe, Alan "
BIOC,4084,Biochemistry Senior Seminar,10722,A,"Everse, Stephen "
BIOC,4996,Honors,15513,A,"Liptak, Matthew "
BIOC,6002,General Biochemistry II,12277,A,"Godsey, Michael H"
BIOC,6002,General Biochemistry II,12277,A,"Godsey, Michael H"
BIOC,6002,General Biochemistry II,15777,OL1,"Godsey, Michael H"
BIOC,6002,General Biochemistry II,12278,ZRA,"Godsey, Michael H"
BIOC,6002,General Biochemistry II,12278,ZRA,"Godsey, Michael H"
BIOC,6391,Master's Thesis Research,10364,A,"Kelm, Robert John"
BIOC,6391,Master's Thesis Research,11103,B,"Bouchard, Beth Ann"
BIOC,6391,Master's Thesis Research,11104,C,"Francklyn, Christopher Steward"
BIOC,6391,Master's Thesis Research,11105,D,"Hondal, Robert J."
BIOC,6391,Master's Thesis Research,11106,E,"Lian, Jane B"
BIOC,6391,Master's Thesis Research,11107,F,"Morrical, Scott Walker"
BIOC,6391,Master's Thesis Research,11108,G,"Stein, Gary Stephen"
BIOC,6391,Master's Thesis Research,11109,H,"Stein, Janet L"
BIOC,6391,Master's Thesis Research,11110,I,"Tracy, Paula Babiarz"
BIOC,6391,Master's Thesis Research,15845,J,"Heath, Jessica Linda"
BIOC,7491,Doctoral Dissertation Research,10365,A,"Kelm, Robert John"
BIOC,7491,Doctoral Dissertation Research,11111,B,"Bouchard, Beth Ann"
BIOC,7491,Doctoral Dissertation Research,11112,C,"Francklyn, Christopher Steward"
BIOC,7491,Doctoral Dissertation Research,11113,D,"Hondal, Robert J."
BIOC,7491,Doctoral Dissertation Research,11114,E,"Lian, Jane B"
BIOC,7491,Doctoral Dissertation Research,11115,F,"Morrical, Scott Walker"
BIOC,7491,Doctoral Dissertation Research,11116,G,"Stein, Gary Stephen"
BIOC,7491,Doctoral Dissertation Research,11117,H,"Stein, Janet L"
BIOC,7491,Doctoral Dissertation Research,11118,I,"Tracy, Paula Babiarz"
BIOE,7491,Doctoral Dissertation Research,10854,A,"Bates, Jason H."
BIOE,7491,Doctoral Dissertation Research,11020,B,"Beynnon, Bruce David"
BIOE,7491,Doctoral Dissertation Research,11021,C,"Floreani, Rachael "
BIOE,7491,Doctoral Dissertation Research,11022,D,"Dunlop, Mary Julia"
BIOE,7491,Doctoral Dissertation Research,11644,E,"Fletcher, Douglas G."
BIOE,7491,Doctoral Dissertation Research,12691,F,"Doiron, Amber Lynn"
BIOE,7491,Doctoral Dissertation Research,12692,G,"Mcginnis, Ryan Saunders"
BIOE,7491,Doctoral Dissertation Research,12693,H,"Fiorentino, Niccolo M"
BIOE,7491,Doctoral Dissertation Research,12694,I,"Dubief, Yves "
BIOE,7993,Ind Stdy:Nanoparticles,13019,A,"Doiron, Amber Lynn"
BIOL,1029,LASP Program CURE Lab,14874,A,"Bishop-vonWettberg, Kristin L"
BIOL,1070,First-year Biology Seminar,13666,A,"Martinsen, Ellen Sarah"
BIOL,1075,First-year Zoology Seminar,13667,A,"Lockwood, Brent Lionel"
BIOL,1150,The Human Body w/lab,10798,OL1,"Mitchell, John Joseph"
BIOL,1155,The Human Body,10288,OL1,"Mitchell, John Joseph"
BIOL,1155,The Human Body,15719,OL2,"Mitchell, John Joseph"
BIOL,1450,Principles of Biology 2,10059,A,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10497,B,"Wittman, Sarah Elizabeth"
BIOL,1450,Principles of Biology 2,10060,L01,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10061,L02,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10062,L03,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10063,L04,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10064,L05,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10065,L06,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10066,L07,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10067,L08,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10068,L09,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10069,L10,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10500,L11,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10501,L12,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10509,L13,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10540,L14,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10684,L15,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10498,L16,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10791,L17,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10499,L18,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,13158,L19,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,13159,L20,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,15317,L22,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,15318,L23,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,15326,L24,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10922,Z01,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10923,Z02,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10924,Z03,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10925,Z04,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10926,Z05,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10927,Z06,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10928,Z07,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10929,Z08,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10930,Z09,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10931,Z10,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10933,Z11,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10934,Z12,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10935,Z13,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10936,Z14,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10937,Z15,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10932,Z16,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10938,Z17,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10939,Z18,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,13160,Z19,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,13161,Z20,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,15334,Z22,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,15335,Z23,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,15338,Z24,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10920,ZRA,"Almstead, Laura "
BIOL,1450,Principles of Biology 2,10921,ZRB,"Almstead, Laura "
BIOL,1990,History of Life on Earth,15502,A,"Bishop-vonWettberg, Kristin L"
BIOL,1990,Human Biology Lab,15967,OL1,"Mitchell, John Joseph"
BIOL,1993,Directed Readings in Biology,15986,A,"Mikucki, Emily E."
BIOL,2991,Internship: Nat Hst Collection,12106,A,"Cahan, Sara Helms"
BIOL,2995,Undergraduate Research,10292,A,"Mikucki, Emily E."
BIOL,2995,Undergraduate Research,14634,B,"Boyson, Jonathan Eric"
BIOL,3165,Evolution,13038,A,"Bishop-vonWettberg, Kristin L"
BIOL,3505,Neurobiology,12498,A,"Plouffe, Rachel B"
BIOL,3990,Molecular Neurodegeneration,15558,A,"Mullen, Patrick Corbin"
BIOL,3991,Internship,15302,A,"Mikucki, Emily E."
BIOL,3991,Adv. Nat. Hist. Coll. Intnshp,15698,B,"Cahan, Sara Helms"
BIOL,3993,Independent Study,15452,A,"Ballif, Bryan Ariel"
BIOL,3995,Undergraduate Research,12107,A,"Mikucki, Emily E."
BIOL,3995,Undergraduate Research,14595,B,"Boyson, Jonathan Eric"
BIOL,4080,Sr Seminar in Cell and Dev,14873,A,"Ballif, Bryan Ariel"
BIOL,4400,Compar/Func Vertebrate Anatomy,12283,A,"Bishop-vonWettberg, Kristin L"
BIOL,4400,Compar/Func Vertebrate Anatomy,13672,L01,"Bishop-vonWettberg, Kristin L"
BIOL,4400,Compar/Func Vertebrate Anatomy,13673,L02,"Bishop-vonWettberg, Kristin L"
BIOL,4400,Compar/Func Vertebrate Anatomy,13674,L03,"Bishop-vonWettberg, Kristin L"
BIOL,4400,Compar/Func Vertebrate Anatomy,13695,L04,"Bishop-vonWettberg, Kristin L"
BIOL,4630,Adv Genetics Laboratory,13671,A,"Stanley, Molly A"
BIOL,4994,Teaching Assistantship,14872,A,"Martinsen, Ellen Sarah"
BIOL,4996,Honors,10230,A,"Mikucki, Emily E."
BIOL,4996,Honors,14635,B,"Boyson, Jonathan Eric"
BIOL,6005,Graduate Seminar,14825,A,"Brody, Alison Kay"
BIOL,6010,Biology Seminar,14826,A,"Brody, Alison Kay"
BIOL,6100,Computational Biology,14871,A,"Gotelli, Nicholas James"
BIOL,6100,Computational Biology,14871,A,"Gotelli, Nicholas James"
BIOL,6391,Master's Thesis Research,12746,A,"Ballif, Bryan Ariel"
BIOL,6391,Master's Thesis Research,11652,B,"Brody, Alison Kay"
BIOL,6391,Master's Thesis Research,12659,D,"Ebert, Alicia Marie"
BIOL,6391,Master's Thesis Research,12747,E,"Gotelli, Nicholas James"
BIOL,6391,Master's Thesis Research,12750,F,"Lockwood, Brent Lionel"
BIOL,6391,Master's Thesis Research,13039,G,"May Collado, Laura "
BIOL,6391,Master's Thesis Research,13040,H,"Pespeni, Melissa Helen"
BIOL,6391,Master's Thesis Research,13041,I,"Stevens, Lori "
BIOL,6391,Master's Thesis Research,13686,J,"Stanley, Molly A"
BIOL,6990,BilDS Seminar Seminar,14869,A,"Pespeni, Melissa Helen"
BIOL,6990,Proposal Writing,15201,B,"Ebert, Alicia Marie"
BIOL,6990,Found. of Quantit. Reasoning,15309,C,"Nunez, Joaquin "
BIOL,6991,Internship,15453,A,"Stevens, Lori "
BIOL,6993,Independent Study,15454,A,"Ballif, Bryan Ariel"
BIOL,6995,Graduate Independent Research,15455,A,"Ballif, Bryan Ariel"
BIOL,7491,Doctoral Dissertation Research,12748,A,"Ballif, Bryan Ariel"
BIOL,7491,Doctoral Dissertation Research,11143,B,"Brody, Alison Kay"
BIOL,7491,Doctoral Dissertation Research,12749,C,"Cahan, Sara Helms"
BIOL,7491,Doctoral Dissertation Research,11144,D,"Ebert, Alicia Marie"
BIOL,7491,Doctoral Dissertation Research,11145,E,"Gotelli, Nicholas James"
BIOL,7491,Doctoral Dissertation Research,12289,F,"Lockwood, Brent Lionel"
BIOL,7491,Doctoral Dissertation Research,11146,G,"Marsden, J. Ellen "
BIOL,7491,Doctoral Dissertation Research,11147,H,"May Collado, Laura "
BIOL,7491,Doctoral Dissertation Research,11148,I,"Pespeni, Melissa Helen"
BIOL,7491,Doctoral Dissertation Research,13687,J,"Stevens, Lori "
BIOL,7491,Doctoral Dissertation Research,13688,K,"Stanley, Molly A"
BIOL,7491,Doctoral Dissertation Research,13689,L,"Stockwell, Jason Dana"
BME,1600,BME Design 0,13060,A,"Fox, Samantha R"
BME,1600,BME Design 0,13063,A01,"Fox, Samantha R"
BME,1600,BME Design 0,13065,A02,"Fox, Samantha R"
BME,2050,Core 2: Materials & Transport,13067,A,"Doiron, Amber Lynn"
BME,2650,BME Design 2,13069,A,"Fox, Samantha R"
BME,2993,Independent Study,13603,A,"Doiron, Amber Lynn"
BME,2994,Teaching Assistantship,14353,B,"Doiron, Amber Lynn"
BME,2994,Teaching Assistantship,16138,C,"Bernstein, David Bedig"
BME,2995,Undergraduate Research,13538,A,"Weiss, Daniel "
BME,2995,Undergraduate Research,14397,B,"Floreani, Rachael "
BME,2995,Undergraduate Research,13607,C,"Doiron, Amber Lynn"
BME,2995,Undergraduate Research,14411,D,"Fiorentino, Niccolo M"
BME,2995,Undergraduate Research,15037,E,"Bernstein, David Bedig"
BME,2995,Undergraduate Research,15038,F,"Jangraw, David "
BME,2996,College Honors,12956,A,"Doiron, Amber Lynn"
BME,3460,Biomechanics of Human Motion,15053,A,"Fiorentino, Niccolo M"
BME,3740,Wearable Sensing,13772,A,"Fox, Samantha R"
BME,3990,Computational Systems Biology,15055,A,"Bernstein, David Bedig"
BME,3990,Engineering Immunity,15058,B,"Majumdar, Dev "
BME,3990,Multiscale Biomedical Systems,15059,C,"Bates, Jason H."
BME,3993,Independent Study,15775,A,"Doiron, Amber Lynn"
BME,4650,BME Capstone Design II,15066,A,"Fox, Samantha R"
BME,5440,Biothermodynamics,15050,A,"Floreani, Rachael "
BME,5990,Advanced Evolutionary Robotics,15062,A,"Bongard, Joshua "
BME,5990,Mathematical Biology & Ecology,15063,B,"Bentil, Daniel "
BME,6391,Master's Thesis Research,12669,A,"Jangraw, David "
BME,6391,Master's Thesis Research,12774,B,"Doiron, Amber Lynn"
BME,6391,Master's Thesis Research,12775,C,"Fiorentino, Niccolo M"
BME,6391,Master's Thesis Research,12777,E,"Floreani, Rachael "
BME,6391,Master's Thesis Research,13773,F,"Bernstein, David Bedig"
BME,6710,Brain-Computer Interfaces,15060,A,"Jangraw, David "
BME,6990,Computational Biology,15065,A,"Gotelli, Nicholas James"
BME,6990,Computational Biology,15065,A,"Gotelli, Nicholas James"
BME,6990,BME Research Conference,15177,B,"Cipolla, Marilyn Jo"
BME,6990,Molecular Pathology,15061,OL1,"VanDerVliet, Albert "
BME,6990,Human Anatomy via Radiology,15064,OL2,"Dmitriy, Akselrod "
BME,6993,Independent Study,15821,A,"Fiorentino, Niccolo M"
BME,6993,Independent Study,13589,B,"Doiron, Amber Lynn"
BME,6993,Independent Study,14370,C,"Jangraw, David "
BME,6995,Graduate Independent Research,14639,A,"Doiron, Amber Lynn"
BME,7491,Doctoral Dissertation Research,13071,A,"Doiron, Amber Lynn"
BME,7491,Doctoral Dissertation Research,13072,B,"Jangraw, David "
BME,7491,Doctoral Dissertation Research,13073,C,"Weiss, Daniel "
BME,7491,Doctoral Dissertation Research,13556,D,"Fiorentino, Niccolo M"
BME,7491,Doctoral Dissertation Research,13774,F,"Bernstein, David Bedig"
BME,7993,Independent Study,13105,A,"Doiron, Amber Lynn"
BME,7993,IS:Translational Data Science,15974,B,"Jangraw, David "
BUS,1101,Business Savvy,11820,A,"Welch, Theodora "
BUS,1101,Business Savvy,15784,OL1,"Roulston, Sherry "
BUS,1102,Prof. Development Series I,12913,A,"Tomas, Amy "
BUS,1110,The Business Enterprise I,12889,A,"Gagner, Steven A."
BUS,1120,The Business Enterprise II,12630,A,"Cats-Baril, William Lawrence"
BUS,1120,The Business Enterprise II,15543,C,"Gagner, Steven A."
BUS,1120,The Business Enterprise II,15544,D,"Gagner, Steven A."
BUS,1130,Business Communications,10804,A,"Nelson, Marie-France Y"
BUS,1140,Information Technology,14275,A,"Chittenden, Thomas Ira"
BUS,1140,Information Technology,14227,B,"Dellipriscoli, Michael D"
BUS,1190,Personal Finance & Investing,11814,A,"Wright, Arthur Pipit"
BUS,1610,Financial Accounting,11817,A,"Asbell, Celia Kenyon"
BUS,2102,Prof. Development Series II,11821,A,"Tomas, Amy "
BUS,2130,Decision Analysis,10944,A,"Lucas, Marilyn "
BUS,2130,Decision Analysis,10945,B,"Lucas, Marilyn "
BUS,2130,Decision Analysis,10946,C,"Lucas, Marilyn "
BUS,2150,Sustainable Bus Strategies,13393,A,"Callery, Patrick J"
BUS,2150,Sustainable Bus Strategies,13394,B,"Callery, Patrick J"
BUS,2300,Leadership & Org Behavior,12891,A,"Jones, David A."
BUS,2300,Leadership & Org Behavior,10457,B,"Jones, David A."
BUS,2300,Leadership & Org Behavior,10008,C,"Welch, Theodora "
BUS,2380,Business Law II,10469,A,"Ahmadi, Afi "
BUS,2500,Marketing Management,10046,A,"Zhang, Chun "
BUS,2500,Marketing Management,10056,B,"Venugopal, Srinivas "
BUS,2500,Marketing Management,14239,C,"Nelson, Marie-France Y"
BUS,2500,Marketing Management,15547,D,"Venugopal, Srinivas "
BUS,2620,Managerial Accounting,10003,A,"Dempsey, Stephen Jeffrey"
BUS,2620,Managerial Accounting,10004,B,"Dempsey, Stephen Jeffrey"
BUS,2620,Managerial Accounting,11819,C,"Lowensohn, Suzanne L"
BUS,2640,Individual Taxation,12380,A,"Walberg, Glenn C"
BUS,2700,Operations Management,10057,A,"Mutha, Akshay "
BUS,2700,Operations Management,10058,B,"Mutha, Akshay "
BUS,2700,Operations Management,13397,C,"Do, Hung Tuan"
BUS,2792,Business Process Improvement,12633,A,"Cats-Baril, William Lawrence"
BUS,2800,Managerial Finance,10070,A,"Tomas III, Michael John"
BUS,2800,Managerial Finance,10071,B,"Tomas III, Michael John"
BUS,2810,Intermediate Financial Mgmt,10072,A,"Prevost, Andrew K"
BUS,2991,Internship,12957,OL1,"Williams, Samantha Dawn"
BUS,3102,Prof. Development Series III,12651,OL1,"Roulston, Sherry "
BUS,3330,Tech  Entr & Commercialization,15561,A,"Zehner, Andrew Griffiths"
BUS,3442,International Management,15563,A,"Gove, Steven "
BUS,3490,Ethics & Social Resp in Mgt,13481,A,"Nguyen, Thanh Chi"
BUS,3510,Marketing Research,10949,A,"Noordewier, Thomas Gerald"
BUS,3530,Consumer Behavior,10948,A,"Bonifield, Carolyn "
BUS,3550,Digital Marketing,14241,A,"Funk, Thomas Edgar"
BUS,3580,Intn'l Market Analysis,13399,A,"Zhang, Chun "
BUS,3610,Corporate Financial Reporting1,10544,A,"King, Jonathan Tyler"
BUS,3611,Corporate Financial Reporting2,10435,A,"Dempsey, Stephen Jeffrey"
BUS,3611,Corporate Financial Reporting2,10435,A,"Dempsey, Stephen Jeffrey"
BUS,3660,Accounting Information Systems,13401,A,"Pencak, Joanne "
BUS,3730,Supply Chain Management,15566,A,"Do, Hung Tuan"
BUS,3800,Green Mountain Investment Fund,12638,A,"Bronner, Corey N."
BUS,3810,Fixed Income Security Analysis,12381,A,"Prevost, Andrew K"
BUS,3820,Security Val & Portfolio Mgmt,10950,A,"Ukhov, Andrey Dmitrievich"
BUS,3830,International Finance Mgmt,15567,A,"Chiang, Kevin "
BUS,3850,Options and Futures,15569,A,"Tomas III, Michael John"
BUS,3860,Financial Tech and Analytics,14240,A,"Dellipriscoli, Michael D"
BUS,3890,Real Estate Finance,15570,A,"Chiang, Kevin "
BUS,3990,SL:Consulting Skills,15571,A,"Gorenstein Massa, Felipe "
BUS,3990,Impact Investing,15572,B,"Schnitzlein, Charles R"
BUS,3990,Corporate Retail Seminar,15573,C,"Tomas, Amy "
BUS,3990,Human Resources & Analytics,15923,D,"Trivedi, Kartik "
BUS,3993,Independent Study,16046,A,"Gorenstein Massa, Felipe "
BUS,4910,Entrepreneurship Capstone,15592,A,"Monsen, Erik W"
BUS,4910,Entrepreneurship Capstone,15591,B,"Glavas, Ante "
BUS,4920,Global Business Strategic Cap,15593,A,"Kyser, Diana "
BUS,4920,Global Business Strategic Cap,15594,B,"Callery, Patrick J"
BUS,4930,Sustainable Bus Strategic Cap,15595,A,"Etzion, Dror "
BUS,4996,Business Admin Honors Thesis,15596,A,"Monsen, Erik W"
BUS,4996,Business Admin Honors Thesis,15597,B,"Walberg, Glenn C"
BUS,4996,Business Admin Honors Thesis,15598,C,"Prevost, Andrew K"
BUS,4996,Business Admin Honors Thesis,15599,D,"Bonifield, Carolyn "
BUS,5635,Fraud Examination,15579,A,"Arel, Barbara M."
BUS,5641,Corporation Taxation,13400,A,"Walberg, Glenn C"
BUS,5660,Gr Accounting Information Syst,15751,A,"Pencak, Joanne "
BUS,6451,Sustainable Family Enter II,14246,OL1,"Sharma, Pramodita "
BUS,6550,Sustainable Marketing,12958,OL1,"Venugopal, Srinivas "
BUS,6690,Accounting Rsch  Reg & Ethics,10965,A,"Lowensohn, Suzanne L"
BUS,6990,Data Analytics for Accounting,15589,B,"Pencak, Joanne "
BUS,6990,Leading Sustainable Enterprise,15588,OL1,"Dellipriscoli, Michael D"
BUS,6993,Independent Study-Taxation,14358,A,"Lowensohn, Suzanne L"
BUS,6993,Independent Study,14563,B,"Lowensohn, Suzanne L"
CALS,1020,Foundation:Information Tech,10361,A,"DeSisto, Thomas Patrick"
CALS,1020,Foundation:Information Tech,10303,B,"DeSisto, Thomas Patrick"
CALS,1850,Computer Applications,10308,A,"DeSisto, Thomas Patrick"
CALS,2250,Teaching Assistant Development,11749,A,"DeSisto, Thomas Patrick"
CALS,2830,Communication Methods,10669,A,"McGuffey, James Coleman"
CALS,2830,Communication Methods,10841,B,"McGuffey, James Coleman"
CALS,2830,Communication Methods,10681,L01,"McGuffey, James Coleman"
CALS,2830,Communication Methods,10682,L02,"McGuffey, James Coleman"
CALS,2830,Communication Methods,10842,L04,"McGuffey, James Coleman"
CALS,2830,Communication Methods,10843,L05,"McGuffey, James Coleman"
CALS,2830,Communication Methods,10844,L06,"McGuffey, James Coleman"
CALS,2990,Junior Honors College Seminar,15731,A,"Murray, Janet Marie"
CALS,2991,Int:Self-Design Major Proposal,12156,B,"Hamshaw, Kelly Ann"
CALS,2994,CALS Public Speaking TA,12155,B,"McGuffey, James Coleman"
CALS,2994,Teaching Assistant-Info Tech,12179,C,"DeSisto, Thomas Patrick"
CAS,1020,LASP: Sustainable Vermont,15677,A,"Watts, Richard A."
CAS,1100,Academic Success Strategies,14890,B,"Todd, Andrea Susan"
CAS,1701,Afro-Brazil: Arts Cult&History,15692,WW1,"Higa, Paula G"
CAS,1900,The Washington Center,14860,OL1,"Deslandes, Paul Raymond"
CAS,1902,Semester in the City,14861,OL1,"Deslandes, Paul Raymond"
CAS,1990,Prison:Movement Improvisation,15679,A,"Heckler, Millie "
CAS,1990,SPEAK - Debate in Prison,15231,C,"Morgan-Parmett, Justin Myles"
CAS,1990,How to Get a Job in the Arts,15765,E,"Helmstutler-Di Dio, Kelley "
CAS,1990,Exploring Majors,15230,F,"Claeys, Matthew T."
CAS,1990,Semester for Impact,14877,OL1,"Deslandes, Paul Raymond"
CAS,1990,Global Tech Experience,15819,OL3,"Deslandes, Paul Raymond"
CAS,1990,Getting Frm LibArts ToA Career,15419,WQ1,"Harrington, Susan Marie "
CAS,1990,Introduction to Excel,15438,WQ2,"Hartshorn, Nicholas "
CAS,2900,The Washington Center,14879,OL1,"Deslandes, Paul Raymond"
CAS,2902,Semester in the City,14880,OL1,"Deslandes, Paul Raymond"
CAS,2920,CL:COP:Sustnble Urban Planning,13411,A,"Venkataraman, Ravi "
CAS,2920,CL:COP: Grassroots Governing,13412,B,"Parent, Corey James"
CAS,2920,CL:COP:Nonprofits &Social Chng,13413,C,"Rachelson, Barbara "
CAS,2920,CL:COP: Env. Stewardship,13414,D,"Cano, Ariana "
CAS,2920,CL:COP: Arts &Creative Economy,13415,E,"de Graffenreid, Johanna K"
CAS,2920,CL:COP: Legislative,13506,F,"First-Raddock, Elizabeth "
CAS,2920,CL:COP: Legislative,14200,G,"First-Raddock, Elizabeth "
CAS,2920,COP: Student Legal Services,15759,H,"Milligan, Leonard Eugene"
CAS,2990,Semester for Impact,14881,A,"Deslandes, Paul Raymond"
CAS,2991,Internship,12142,A,"Elrick, Andrew Alan"
CAS,2991,Int:Post-Internship Reflection,13424,B,"Elrick, Andrew Alan"
CAS,2991,Int: The Washington Center,13425,OL1,"Deslandes, Paul Raymond"
CAS,2991,Int: Semester in the City,13426,OL2,"Deslandes, Paul Raymond"
CAS,2991,Int: Semester for Impact,14882,OL3,"Deslandes, Paul Raymond"
CAS,2991,Int: COP: Legislative Winter,14312,WQ1,"First-Raddock, Elizabeth "
CAS,2991,Int: Legislative Winter,14313,WQ2,"First-Raddock, Elizabeth "
CAS,3922,SL:Community News Service,14883,A,"Shapiro, Carolyn Anne"
CAS,3922,Community News Service,14884,B,"Watts, Richard A."
CAS,3922,CNS: Audio Production,15768,C,"Krupp, Alexa "
CAS,4996,Honors,15448,A,"Deslandes, Paul Raymond"
CDAE,1020,World Food Pop & Develop,10108,A,"Reynolds, Travis William"
CDAE,1040,D1:US Food  Social Equity&Dev,12134,A,"Brooks, Alexandra Philips"
CDAE,1150,Visual Communication,10110,OL1,"Williamson, Sarah A."
CDAE,1160,Communication Design I,13143,A,"Kostell, Steven Edward"
CDAE,1160,Communication Design I,13144,B,"Williamson, Sarah A."
CDAE,1170,Digital Illustration,13308,A,"Petrillo, Jane E."
CDAE,1240,Fund of Public Communication,10962,A,"Heiss, Sarah Noel"
CDAE,1320,Protect Your Privacy,14314,WQ1,"Kriger, Ryan "
CDAE,1450,Career Builder: LinkedIn,15747,WQ1,"Heiss, Sarah Noel"
CDAE,1450,Career Builder: LinkedIn,15748,WQ2,"Heiss, Sarah Noel"
CDAE,1450,Career Builder: LinkedIn,15749,WQ3,"Heiss, Sarah Noel"
CDAE,1600,Design Innovation I,13145,A,"McDowell, Kelly "
CDAE,1610,Principles of Comm Dev Econ,13108,A,"Ament, Joseph A"
CDAE,1850,Narrative Data Design,15641,A,"Williamson, Sarah A."
